Station MAC,First time seen,Last time seen,Power,# packets,BSSID,Probed ESSIDs
96:73:26:91:4A:60, 2023-11-07 14:37:42, 2023-11-07 14:37:42,-78,3,(not associated),
86:50:0B:DE:DB:1E, 2023-11-07 14:37:53, 2023-11-07 14:37:53,-73,2,(not associated),
12:04:5C:27:0A:08, 2023-11-07 14:37:56, 2023-11-07 14:37:56,-47,2,(not associated),
76:65:71:05:06:51, 2023-11-07 14:37:56, 2023-11-07 14:37:56,-69,1,(not associated),
1E:BB:0F:7C:FA:B9, 2023-11-07 14:37:57, 2023-11-07 14:37:57,-79,1,(not associated),
EE:4D:30:2C:3E:87, 2023-11-07 14:38:03, 2023-11-07 14:38:03,-73,2,(not associated),
6A:F9:FA:A6:6D:89, 2023-11-07 14:38:10, 2023-11-07 14:38:10,-79,1,(not associated),
AA:3D:7D:5E:57:18, 2023-11-07 14:38:15, 2023-11-07 14:38:15,-74,1,(not associated),
12:69:BB:7A:58:F2, 2023-11-07 14:38:17, 2023-11-07 14:38:17,-74,1,(not associated),
CE:CA:BF:DF:06:E7, 2023-11-07 14:38:21, 2023-11-07 14:38:21,-69,1,(not associated),
52:0B:68:83:F0:EE, 2023-11-07 14:38:22, 2023-11-07 14:38:22,-75,2,(not associated),
06:63:5E:BB:89:FF, 2023-11-07 14:38:24, 2023-11-07 14:38:24,-73,2,(not associated),
B6:43:AF:92:0E:CF, 2023-11-07 14:38:34, 2023-11-07 14:38:34,-69,1,(not associated),
C2:E6:6E:5C:0D:06, 2023-11-07 14:38:36, 2023-11-07 14:38:36,-79,2,(not associated),
